District,Date,LPC,CPC,NDP,GPC
Beauport Limoilou,2024-06-30,16%,33%,11%,4%
Beauport Limoilou,2024-06-30,16%,32%,10%,4%
Beauport Limoilou,2024-07-07,16%,32%,10%,4%
Beauport Limoilou,2024-07-07,16%,33%,10%,4%
Bourassa,2024-05-01,47%,13%,11%,4%
Bourassa,2024-07-01,55%,11%,9%,5%
Bourassa,2024-09-01,54%,11%,9%,5%
Bourassa,2024-11-01,56%,10%,9%,5%
Bourassa,2025-01-01,56%,11%,9%,5%
Bourassa,2025-03-01,56%,11%,9%,5%
Bourassa,2025-05-01,57%,11%,9%,5%
Bourassa,2025-07-01,52%,13%,11%,5%
Bourassa,2025-09-01,51%,13%,11%,4%
Bourassa,2025-11-01,52%,12%,10%,4%
Bourassa,2024-05-12,52%,12%,10%,4%
Bourassa,2024-05-12,52%,12%,10%,4%
Bourassa,2024-05-19,52%,12%,10%,4%
Bourassa,2024-05-19,54%,12%,10%,4%
Bourassa,2024-05-26,54%,12%,10%,4%
Bourassa,2024-05-26,52%,13%,10%,4%
Bourassa,2024-06-02,54%,13%,10%,4%
Bourassa,2024-06-02,55%,13%,10%,4%
Bourassa,2024-06-09,54%,12%,10%,4%
Bourassa,2024-06-09,53%,12%,10%,5%
Bourassa,2024-06-16,48%,13%,11%,5%
Bourassa,2024-06-16,47%,13%,12%,5%
Bourassa,2024-06-23,46%,13%,13%,4%
Bourassa,2024-06-23,47%,13%,12%,4%
Bourassa,2024-06-30,48%,12%,12%,4%
Bourassa,2024-06-30,48%,12%,12%,4%
Bourassa,2024-07-07,48%,12%,12%,4%
Bourassa,2024-07-07,47%,13%,11%,4%
Brome Missisquoi,2024-05-01,26%,22%,8%,5%
Brome Missisquoi,2024-07-01,26%,24%,7%,6%
Brome Missisquoi,2024-09-01,25%,23%,7%,6%
Brome Missisquoi,2024-11-01,26%,23%,7%,6%
Brome Missisquoi,2025-01-01,27%,24%,7%,6%
Brome Missisquoi,2025-03-01,27%,25%,7%,6%
Brome Missisquoi,2025-05-01,27%,25%,7%,6%
Brome Missisquoi,2025-07-01,26%,24%,8%,6%
Brome Missisquoi,2025-09-01,25%,24%,8%,5%
Brome Missisquoi,2025-11-01,25%,24%,8%,5%
Brome Missisquoi,2024-05-12,26%,24%,8%,5%
Brome Missisquoi,2024-05-12,26%,24%,8%,5%
Brome Missisquoi,2024-05-19,26%,24%,8%,5%
Brome Missisquoi,2024-05-19,27%,23%,8%,5%
Brome Missisquoi,2024-05-26,27%,23%,8%,5%
Brome Missisquoi,2024-05-26,26%,24%,8%,5%
Brome Missisquoi,2024-06-02,27%,24%,8%,5%
Brome Missisquoi,2024-06-02,28%,23%,8%,5%
Brome Missisquoi,2024-06-09,28%,23%,8%,5%
Brome Missisquoi,2024-06-09,27%,23%,8%,5%
Brome Missisquoi,2024-06-16,27%,23%,8%,5%
Brome Missisquoi,2024-06-16,26%,23%,9%,5%
Brome Missisquoi,2024-06-23,25%,23%,9%,5%
Brome Missisquoi,2024-06-23,26%,22%,9%,5%
Brome Missisquoi,2024-06-30,27%,22%,9%,5%
Brome Missisquoi,2024-06-30,27%,21%,9%,5%
Brome Missisquoi,2024-07-07,26%,22%,9%,5%
Brome Missisquoi,2024-07-07,26%,22%,8%,5%
Compton Stanstead,2024-05-01,28%,20%,9%,5%
Compton Stanstead,2024-07-01,28%,22%,8%,5%
Compton Stanstead,2024-09-01,27%,21%,8%,5%
Compton Stanstead,2024-11-01,28%,21%,8%,5%
Compton Stanstead,2025-01-01,29%,22%,8%,5%
Compton Stanstead,2025-03-01,29%,23%,8%,5%
Compton Stanstead,2025-05-01,30%,23%,8%,5%
Compton Stanstead,2025-07-01,28%,22%,8%,5%
Compton Stanstead,2025-09-01,27%,22%,8%,5%
Compton Stanstead,2025-11-01,27%,22%,8%,5%
Compton Stanstead,2024-05-12,27%,21%,8%,5%
Compton Stanstead,2024-05-12,28%,21%,8%,5%
Compton Stanstead,2024-05-19,28%,21%,8%,5%
Compton Stanstead,2024-05-19,29%,21%,8%,5%
Compton Stanstead,2024-05-26,29%,21%,8%,5%
Compton Stanstead,2024-05-26,28%,22%,8%,5%
Compton Stanstead,2024-06-02,29%,21%,8%,5%
Compton Stanstead,2024-06-02,30%,21%,8%,5%
Compton Stanstead,2024-06-09,30%,21%,8%,5%
Compton Stanstead,2024-06-09,29%,21%,8%,5%
Compton Stanstead,2024-06-16,29%,21%,8%,5%
Compton Stanstead,2024-06-16,28%,21%,9%,5%
Compton Stanstead,2024-06-23,27%,21%,9%,5%
Compton Stanstead,2024-06-23,28%,20%,9%,5%
Compton Stanstead,2024-06-30,28%,20%,9%,5%
Compton Stanstead,2024-06-30,29%,19%,9%,5%
Compton Stanstead,2024-07-07,28%,20%,9%,5%
Compton Stanstead,2024-07-07,28%,20%,9%,5%
Dorval Lachine LaSalle,2024-05-01,34%,20%,17%,5%
Dorval Lachine LaSalle,2024-07-01,42%,18%,14%,5%
Dorval Lachine LaSalle,2024-09-01,42%,17%,14%,5%
Dorval Lachine LaSalle,2024-11-01,43%,16%,14%,5%
Dorval Lachine LaSalle,2025-01-01,44%,17%,14%,5%
Dorval Lachine LaSalle,2025-03-01,41%,20%,14%,5%
Dorval Lachine LaSalle,2025-05-01,41%,20%,14%,5%
Dorval Lachine LaSalle,2025-07-01,37%,23%,15%,5%
Dorval Lachine LaSalle,2025-09-01,36%,23%,15%,5%
Dorval Lachine LaSalle,2025-11-01,36%,22%,15%,5%
Dorval Lachine LaSalle,2024-05-12,37%,22%,15%,5%
Dorval Lachine LaSalle,2024-05-12,37%,22%,15%,5%
Dorval Lachine LaSalle,2024-05-19,37%,22%,15%,5%
Dorval Lachine LaSalle,2024-05-19,38%,21%,15%,5%
Dorval Lachine LaSalle,2024-05-26,38%,21%,15%,5%
Dorval Lachine LaSalle,2024-05-26,37%,23%,15%,5%
Dorval Lachine LaSalle,2024-06-02,38%,22%,14%,5%
Dorval Lachine LaSalle,2024-06-02,39%,22%,15%,5%
Dorval Lachine LaSalle,2024-06-09,39%,21%,15%,5%
Dorval Lachine LaSalle,2024-06-09,38%,21%,15%,6%
Dorval Lachine LaSalle,2024-06-16,35%,20%,17%,6%
Dorval Lachine LaSalle,2024-06-16,33%,20%,18%,6%
Dorval Lachine LaSalle,2024-06-23,33%,20%,18%,6%
Dorval Lachine LaSalle,2024-06-23,33%,20%,18%,5%
Dorval Lachine LaSalle,2024-06-30,34%,19%,18%,6%
Dorval Lachine LaSalle,2024-06-30,34%,19%,17%,6%
Dorval Lachine LaSalle,2024-07-07,34%,19%,17%,5%
Dorval Lachine LaSalle,2024-07-07,34%,20%,17%,5%
Hochelaga Rosemont-Est,2024-05-01,28%,8%,21%,4%
Hochelaga Rosemont-Est,2024-07-01,33%,7%,20%,4%
Hochelaga Rosemont-Est,2024-09-01,32%,7%,20%,4%
Hochelaga Rosemont-Est,2024-11-01,33%,7%,20%,4%
Hochelaga Rosemont-Est,2025-01-01,34%,7%,21%,4%
Hochelaga Rosemont-Est,2025-03-01,34%,8%,21%,4%
Hochelaga Rosemont-Est,2025-05-01,35%,8%,21%,4%
Hochelaga Rosemont-Est,2025-07-01,31%,9%,22%,4%
Hochelaga Rosemont-Est,2025-09-01,30%,9%,22%,4%
Hochelaga Rosemont-Est,2025-11-01,30%,9%,22%,4%
Hochelaga Rosemont-Est,2024-05-12,30%,9%,21%,4%
Hochelaga Rosemont-Est,2024-05-12,31%,9%,21%,4%
Hochelaga Rosemont-Est,2024-05-19,31%,9%,21%,4%
Hochelaga Rosemont-Est,2024-05-19,32%,8%,21%,4%
Hochelaga Rosemont-Est,2024-05-26,32%,8%,21%,4%
Hochelaga Rosemont-Est,2024-05-26,31%,9%,22%,4%
Hochelaga Rosemont-Est,2024-06-02,32%,9%,21%,4%
Hochelaga Rosemont-Est,2024-06-02,33%,9%,22%,4%
Hochelaga Rosemont-Est,2024-06-09,32%,9%,22%,4%
Hochelaga Rosemont-Est,2024-06-09,31%,9%,21%,4%
Hochelaga Rosemont-Est,2024-06-16,29%,8%,22%,4%
Hochelaga Rosemont-Est,2024-06-16,27%,9%,22%,4%
Hochelaga Rosemont-Est,2024-06-23,27%,8%,23%,4%
Hochelaga Rosemont-Est,2024-06-23,28%,8%,23%,4%
Hochelaga Rosemont-Est,2024-06-30,28%,8%,22%,4%
Hochelaga Rosemont-Est,2024-06-30,28%,8%,22%,4%
Hochelaga Rosemont-Est,2024-07-07,28%,8%,22%,4%
Hochelaga Rosemont-Est,2024-07-07,28%,8%,21%,4%
Honoré-Mercier,2024-05-01,42%,19%,10%,3%
Honoré-Mercier,2024-07-01,49%,16%,8%,3%
Honoré-Mercier,2024-09-01,49%,16%,8%,3%
Honoré-Mercier,2024-11-01,50%,15%,8%,3%
Honoré-Mercier,2025-01-01,51%,16%,8%,3%
Honoré-Mercier,2025-03-01,50%,17%,8%,3%
Honoré-Mercier,2025-05-01,51%,17%,8%,3%
Honoré-Mercier,2025-07-01,46%,20%,9%,3%
Honoré-Mercier,2025-09-01,45%,19%,9%,3%
Honoré-Mercier,2025-11-01,45%,19%,9%,3%
Honoré-Mercier,2024-05-12,45%,19%,9%,3%
Honoré-Mercier,2024-05-12,46%,19%,9%,3%
Honoré-Mercier,2024-05-19,46%,19%,9%,3%
Honoré-Mercier,2024-05-19,47%,18%,9%,3%
Honoré-Mercier,2024-05-26,47%,18%,9%,3%
Honoré-Mercier,2024-05-26,46%,19%,9%,3%
Honoré-Mercier,2024-06-02,47%,19%,9%,3%
Honoré-Mercier,2024-06-02,48%,19%,9%,3%
Honoré-Mercier,2024-06-09,48%,18%,9%,3%
Honoré-Mercier,2024-06-09,47%,19%,9%,3%
Honoré-Mercier,2024-06-16,43%,19%,10%,3%
Honoré-Mercier,2024-06-16,41%,19%,10%,3%
Honoré-Mercier,2024-06-23,41%,19%,11%,3%
Honoré-Mercier,2024-06-23,41%,19%,11%,3%
Honoré-Mercier,2024-06-30,42%,18%,10%,3%
Honoré-Mercier,2024-06-30,42%,18%,10%,3%
Honoré-Mercier,2024-07-07,42%,18%,10%,3%
Honoré-Mercier,2024-07-07,42%,19%,10%,3%
Hull Aylmer,2024-05-01,44%,16%,14%,5%
Hull Aylmer,2024-07-01,48%,15%,12%,5%
Hull Aylmer,2024-09-01,47%,14%,12%,5%
Hull Aylmer,2024-11-01,49%,14%,12%,5%
Hull Aylmer,2025-01-01,49%,14%,12%,5%
Hull Aylmer,2025-03-01,49%,15%,12%,5%
Hull Aylmer,2025-05-01,50%,15%,12%,5%
Hull Aylmer,2025-07-01,45%,17%,13%,5%
Hull Aylmer,2025-09-01,44%,16%,13%,5%
Hull Aylmer,2025-11-01,44%,16%,13%,5%
Hull Aylmer,2024-05-12,45%,16%,13%,5%
Hull Aylmer,2024-05-12,45%,16%,13%,5%
Hull Aylmer,2024-05-19,45%,16%,13%,5%
Hull Aylmer,2024-05-19,47%,15%,13%,5%
Hull Aylmer,2024-05-26,47%,15%,13%,5%
Hull Aylmer,2024-05-26,45%,17%,13%,5%
Hull Aylmer,2024-06-02,46%,16%,13%,5%
Hull Aylmer,2024-06-02,47%,16%,13%,5%
Hull Aylmer,2024-06-09,47%,16%,13%,5%
Hull Aylmer,2024-06-09,46%,16%,13%,5%
Hull Aylmer,2024-06-16,45%,16%,14%,5%
Hull Aylmer,2024-06-16,43%,17%,14%,5%
Hull Aylmer,2024-06-23,43%,16%,15%,5%
Hull Aylmer,2024-06-23,44%,16%,15%,5%
Hull Aylmer,2024-06-30,44%,16%,15%,5%
Hull Aylmer,2024-06-30,45%,15%,14%,5%
Hull Aylmer,2024-07-07,44%,16%,14%,5%
Hull Aylmer,2024-07-07,44%,16%,14%,5%
Joliette Manawan,2024-05-01,18%,11%,7%,3%
Joliette Manawan,2024-07-01,18%,13%,6%,4%
Joliette Manawan,2024-09-01,18%,12%,6%,3%
Joliette Manawan,2024-11-01,18%,12%,6%,3%
Joliette Manawan,2025-01-01,19%,13%,6%,4%
Joliette Manawan,2025-03-01,20%,13%,6%,4%
Joliette Manawan,2025-05-01,20%,14%,6%,4%
Joliette Manawan,2025-07-01,18%,13%,7%,4%
Joliette Manawan,2025-09-01,18%,13%,6%,3%
Joliette Manawan,2025-11-01,18%,12%,6%,3%
Joliette Manawan,2024-05-12,18%,12%,6%,3%
Joliette Manawan,2024-05-12,18%,12%,6%,3%
Joliette Manawan,2024-05-19,18%,12%,6%,3%
Joliette Manawan,2024-05-19,19%,12%,6%,3%
Joliette Manawan,2024-05-26,19%,12%,6%,3%
Joliette Manawan,2024-05-26,19%,13%,7%,3%
Joliette Manawan,2024-06-02,20%,13%,6%,3%
Joliette Manawan,2024-06-02,20%,12%,7%,4%
Joliette Manawan,2024-06-09,20%,12%,7%,4%
Joliette Manawan,2024-06-09,19%,12%,7%,4%
Joliette Manawan,2024-06-16,19%,12%,7%,4%
Joliette Manawan,2024-06-16,18%,12%,7%,4%
Joliette Manawan,2024-06-23,18%,12%,7%,4%
Joliette Manawan,2024-06-23,18%,12%,7%,4%
Joliette Manawan,2024-06-30,19%,11%,7%,4%
Joliette Manawan,2024-06-30,19%,11%,7%,4%
Joliette Manawan,2024-07-07,18%,11%,7%,4%
Joliette Manawan,2024-07-07,18%,11%,7%,3%
La Prairie Atateken,2024-05-01,24%,12%,8%,3%
La Prairie Atateken,2024-07-01,24%,14%,7%,3%
La Prairie Atateken,2024-09-01,23%,13%,7%,3%
La Prairie Atateken,2024-11-01,24%,13%,7%,3%
La Prairie Atateken,2025-01-01,25%,14%,8%,3%
La Prairie Atateken,2025-03-01,25%,15%,8%,3%
La Prairie Atateken,2025-05-01,26%,15%,8%,3%
La Prairie Atateken,2025-07-01,24%,14%,8%,3%
La Prairie Atateken,2025-09-01,23%,14%,8%,3%
La Prairie Atateken,2025-11-01,23%,14%,8%,3%
La Prairie Atateken,2024-05-12,24%,13%,8%,3%
La Prairie Atateken,2024-05-12,24%,13%,8%,3%
La Prairie Atateken,2024-05-19,24%,13%,8%,3%
La Prairie Atateken,2024-05-19,25%,13%,8%,3%
La Prairie Atateken,2024-05-26,25%,13%,8%,3%
La Prairie Atateken,2024-05-26,25%,14%,8%,3%
La Prairie Atateken,2024-06-02,25%,14%,8%,3%
La Prairie Atateken,2024-06-02,26%,14%,8%,3%
La Prairie Atateken,2024-06-09,26%,13%,8%,3%
La Prairie Atateken,2024-06-09,25%,13%,8%,3%
La Prairie Atateken,2024-06-16,25%,13%,8%,3%
La Prairie Atateken,2024-06-16,24%,13%,9%,3%
La Prairie Atateken,2024-06-23,23%,13%,9%,3%
La Prairie Atateken,2024-06-23,24%,13%,9%,3%
La Prairie Atateken,2024-06-30,24%,12%,9%,3%
La Prairie Atateken,2024-06-30,24%,12%,9%,3%
La Prairie Atateken,2024-07-07,24%,12%,9%,3%
La Prairie Atateken,2024-07-07,24%,12%,8%,3%
Lac-Saint-Louis,2024-05-01,39%,29%,16%,6%
Lac-Saint-Louis,2024-07-01,45%,26%,13%,7%
Lac-Saint-Louis,2024-09-01,45%,25%,14%,7%
Lac-Saint-Louis,2024-11-01,46%,24%,14%,7%
Lac-Saint-Louis,2025-01-01,46%,25%,14%,7%
Lac-Saint-Louis,2025-03-01,45%,27%,13%,7%
Lac-Saint-Louis,2025-05-01,45%,27%,13%,7%
Lac-Saint-Louis,2025-07-01,40%,31%,14%,7%
Lac-Saint-Louis,2025-09-01,39%,31%,15%,6%
Lac-Saint-Louis,2025-11-01,40%,30%,14%,6%
Lac-Saint-Louis,2024-05-12,40%,30%,14%,6%
Lac-Saint-Louis,2024-05-12,40%,30%,14%,6%
Lac-Saint-Louis,2024-05-19,40%,30%,14%,6%
Lac-Saint-Louis,2024-05-19,42%,29%,14%,6%
Lac-Saint-Louis,2024-05-26,42%,29%,14%,6%
Lac-Saint-Louis,2024-05-26,41%,30%,14%,6%
Lac-Saint-Louis,2024-06-02,42%,30%,14%,6%
Lac-Saint-Louis,2024-06-02,43%,29%,14%,6%
Lac-Saint-Louis,2024-06-09,42%,28%,15%,6%
Lac-Saint-Louis,2024-06-09,42%,29%,14%,7%
Lac-Saint-Louis,2024-06-16,40%,29%,15%,7%
Lac-Saint-Louis,2024-06-16,38%,30%,16%,7%
Lac-Saint-Louis,2024-06-23,38%,29%,17%,7%
Lac-Saint-Louis,2024-06-23,38%,29%,17%,6%
Lac-Saint-Louis,2024-06-30,39%,28%,16%,6%
Lac-Saint-Louis,2024-06-30,40%,28%,16%,7%
Lac-Saint-Louis,2024-07-07,40%,28%,16%,6%
Lac-Saint-Louis,2024-07-07,39%,29%,16%,6%
Laurentides Labelle,2024-05-01,19%,12%,7%,4%
Laurentides Labelle,2024-07-01,19%,14%,5%,4%
Laurentides Labelle,2024-09-01,18%,13%,5%,4%
Laurentides Labelle,2024-11-01,19%,13%,5%,4%
Laurentides Labelle,2025-01-01,20%,14%,6%,4%
Laurentides Labelle,2025-03-01,20%,15%,6%,4%
Laurentides Labelle,2025-05-01,21%,15%,6%,4%
Laurentides Labelle,2025-07-01,19%,14%,6%,4%
Laurentides Labelle,2025-09-01,18%,14%,6%,4%
Laurentides Labelle,2025-11-01,18%,13%,6%,4%
Laurentides Labelle,2024-05-12,19%,13%,6%,4%
Laurentides Labelle,2024-05-12,19%,13%,6%,4%
Laurentides Labelle,2024-05-19,19%,13%,6%,4%
Laurentides Labelle,2024-05-19,20%,13%,6%,4%
Laurentides Labelle,2024-05-26,20%,13%,6%,4%
Laurentides Labelle,2024-05-26,19%,14%,6%,4%
Laurentides Labelle,2024-06-02,20%,14%,6%,4%
Laurentides Labelle,2024-06-02,21%,13%,6%,4%
Laurentides Labelle,2024-06-09,20%,13%,6%,4%
Laurentides Labelle,2024-06-09,20%,13%,6%,4%
Laurentides Labelle,2024-06-16,19%,13%,6%,4%
Laurentides Labelle,2024-06-16,19%,13%,7%,4%
Laurentides Labelle,2024-06-23,18%,13%,7%,4%
Laurentides Labelle,2024-06-23,19%,13%,7%,4%
Laurentides Labelle,2024-06-30,19%,12%,7%,4%
Laurentides Labelle,2024-06-30,19%,12%,7%,4%
Laurentides Labelle,2024-07-07,19%,12%,6%,4%
Laurentides Labelle,2024-07-07,19%,12%,7%,4%
Laurier Sainte-Marie,2024-05-01,30%,7%,31%,4%
Laurier Sainte-Marie,2024-07-01,37%,7%,29%,4%
Laurier Sainte-Marie,2024-09-01,36%,7%,29%,4%
Laurier Sainte-Marie,2024-11-01,37%,6%,29%,4%
Laurier Sainte-Marie,2025-01-01,38%,7%,29%,4%
Laurier Sainte-Marie,2025-03-01,38%,7%,29%,4%
Laurier Sainte-Marie,2025-05-01,38%,7%,29%,4%
Laurier Sainte-Marie,2025-07-01,35%,8%,31%,4%
Laurier Sainte-Marie,2025-09-01,34%,7%,31%,4%
Laurier Sainte-Marie,2025-11-01,34%,7%,30%,4%
Laurier Sainte-Marie,2024-05-12,34%,7%,30%,4%
Laurier Sainte-Marie,2024-05-12,34%,7%,30%,4%
Laurier Sainte-Marie,2024-05-19,34%,7%,30%,4%
Laurier Sainte-Marie,2024-05-19,36%,7%,30%,4%
Laurier Sainte-Marie,2024-05-26,36%,7%,30%,4%
Laurier Sainte-Marie,2024-05-26,35%,8%,30%,4%
Laurier Sainte-Marie,2024-06-02,36%,8%,30%,4%
Laurier Sainte-Marie,2024-06-02,37%,8%,30%,4%
Laurier Sainte-Marie,2024-06-09,36%,7%,30%,4%
Laurier Sainte-Marie,2024-06-09,35%,8%,30%,4%
Laurier Sainte-Marie,2024-06-16,31%,7%,32%,4%
Laurier Sainte-Marie,2024-06-16,29%,7%,32%,4%
Laurier Sainte-Marie,2024-06-23,29%,7%,33%,4%
Laurier Sainte-Marie,2024-06-23,29%,7%,33%,4%
Laurier Sainte-Marie,2024-06-30,30%,7%,32%,4%
Laurier Sainte-Marie,2024-06-30,30%,7%,32%,4%
Laurier Sainte-Marie,2024-07-07,30%,7%,32%,4%
Laurier Sainte-Marie,2024-07-07,30%,7%,31%,4%
Laval Les-Îles,2024-05-01,33%,26%,10%,4%
Laval Les-Îles,2024-07-01,38%,25%,9%,4%
Laval Les-Îles,2024-09-01,38%,24%,9%,4%
Laval Les-Îles,2024-11-01,39%,24%,9%,4%
Laval Les-Îles,2025-01-01,39%,25%,9%,4%
Laval Les-Îles,2025-03-01,39%,26%,9%,4%
Laval Les-Îles,2025-05-01,40%,26%,9%,4%
Laval Les-Îles,2025-07-01,35%,29%,10%,4%
Laval Les-Îles,2025-09-01,34%,29%,10%,4%
Laval Les-Îles,2025-11-01,34%,29%,10%,4%
Laval Les-Îles,2024-05-12,34%,29%,10%,4%
Laval Les-Îles,2024-05-12,35%,28%,10%,4%
Laval Les-Îles,2024-05-19,35%,28%,10%,4%
Laval Les-Îles,2024-05-19,36%,27%,10%,4%
Laval Les-Îles,2024-05-26,36%,27%,10%,4%
Laval Les-Îles,2024-05-26,35%,29%,10%,4%
Laval Les-Îles,2024-06-02,36%,28%,10%,4%
Laval Les-Îles,2024-06-02,37%,28%,10%,4%
Laval Les-Îles,2024-06-09,37%,27%,10%,5%
Laval Les-Îles,2024-06-09,36%,27%,10%,5%
Laval Les-Îles,2024-06-16,34%,27%,10%,5%
Laval Les-Îles,2024-06-16,33%,27%,10%,5%
Laval Les-Îles,2024-06-23,32%,27%,11%,4%
Laval Les-Îles,2024-06-23,33%,27%,11%,4%
Laval Les-Îles,2024-06-30,34%,26%,11%,4%
Laval Les-Îles,2024-06-30,34%,26%,10%,4%
Laval Les-Îles,2024-07-07,33%,26%,10%,4%
Laval Les-Îles,2024-07-07,33%,26%,10%,4%
Longueuil Charles-LeMoyne,2024-05-01,31%,12%,13%,5%
Longueuil Charles-LeMoyne,2024-07-01,32%,13%,12%,6%
Longueuil Charles-LeMoyne,2024-09-01,31%,12%,12%,6%
Longueuil Charles-LeMoyne,2024-11-01,32%,12%,12%,6%
Longueuil Charles-LeMoyne,2025-01-01,33%,13%,12%,6%
Longueuil Charles-LeMoyne,2025-03-01,33%,13%,12%,6%
Longueuil Charles-LeMoyne,2025-05-01,34%,13%,12%,6%
Longueuil Charles-LeMoyne,2025-07-01,32%,13%,13%,6%
Longueuil Charles-LeMoyne,2025-09-01,31%,13%,13%,5%
Longueuil Charles-LeMoyne,2025-11-01,31%,12%,13%,5%
Longueuil Charles-LeMoyne,2024-05-12,32%,12%,13%,5%
Longueuil Charles-LeMoyne,2024-05-12,32%,12%,12%,5%
Longueuil Charles-LeMoyne,2024-05-19,32%,12%,12%,5%
Longueuil Charles-LeMoyne,2024-05-19,33%,12%,13%,5%
Longueuil Charles-LeMoyne,2024-05-26,33%,12%,13%,5%
Longueuil Charles-LeMoyne,2024-05-26,32%,13%,13%,5%
Longueuil Charles-LeMoyne,2024-06-02,33%,13%,13%,5%
Longueuil Charles-LeMoyne,2024-06-02,35%,12%,13%,5%
Longueuil Charles-LeMoyne,2024-06-09,34%,12%,13%,5%
Longueuil Charles-LeMoyne,2024-06-09,33%,12%,13%,5%
Longueuil Charles-LeMoyne,2024-06-16,32%,12%,13%,5%
Longueuil Charles-LeMoyne,2024-06-16,31%,12%,14%,5%
Longueuil Charles-LeMoyne,2024-06-23,30%,12%,14%,5%
Longueuil Charles-LeMoyne,2024-06-23,31%,12%,14%,5%
Longueuil Charles-LeMoyne,2024-06-30,31%,12%,14%,5%
Longueuil Charles-LeMoyne,2024-06-30,32%,11%,13%,5%
Longueuil Charles-LeMoyne,2024-07-07,31%,12%,13%,5%
Longueuil Charles-LeMoyne,2024-07-07,31%,12%,13%,5%
Longueuil Saint-Hubert,2024-05-01,25%,11%,11%,6%
Longueuil Saint-Hubert,2024-07-01,25%,13%,10%,7%
Longueuil Saint-Hubert,2024-09-01,25%,12%,10%,7%
Longueuil Saint-Hubert,2024-11-01,26%,12%,10%,7%
Longueuil Saint-Hubert,2025-01-01,26%,13%,10%,7%
Longueuil Saint-Hubert,2025-03-01,27%,13%,10%,7%
Longueuil Saint-Hubert,2025-05-01,27%,13%,10%,7%
Longueuil Saint-Hubert,2025-07-01,25%,13%,10%,7%
Longueuil Saint-Hubert,2025-09-01,25%,12%,10%,6%
Longueuil Saint-Hubert,2025-11-01,25%,12%,10%,6%
Longueuil Saint-Hubert,2024-05-12,25%,12%,10%,6%
Longueuil Saint-Hubert,2024-05-12,25%,12%,10%,6%
Longueuil Saint-Hubert,2024-05-19,25%,12%,10%,6%
Longueuil Saint-Hubert,2024-05-19,27%,12%,10%,6%
Longueuil Saint-Hubert,2024-05-26,27%,12%,10%,5%
Longueuil Saint-Hubert,2024-05-26,26%,13%,10%,6%
Longueuil Saint-Hubert,2024-06-02,27%,12%,10%,6%
Longueuil Saint-Hubert,2024-06-02,28%,12%,11%,6%
Longueuil Saint-Hubert,2024-06-09,27%,12%,11%,6%
Longueuil Saint-Hubert,2024-06-09,26%,12%,11%,6%
Longueuil Saint-Hubert,2024-06-16,26%,12%,11%,6%
Longueuil Saint-Hubert,2024-06-16,25%,12%,11%,6%
Longueuil Saint-Hubert,2024-06-23,25%,12%,12%,6%
Longueuil Saint-Hubert,2024-06-23,25%,12%,12%,6%
Longueuil Saint-Hubert,2024-06-30,26%,11%,11%,6%
Longueuil Saint-Hubert,2024-06-30,26%,11%,11%,6%
Longueuil Saint-Hubert,2024-07-07,26%,11%,11%,6%
Longueuil Saint-Hubert,2024-07-07,25%,11%,11%,6%
Louis-Hébert,2024-05-01,28%,30%,8%,4%
Louis-Hébert,2024-07-01,28%,33%,7%,4%
Louis-Hébert,2024-09-01,27%,32%,7%,4%
Louis-Hébert,2024-11-01,29%,31%,7%,4%
Louis-Hébert,2025-01-01,29%,33%,7%,4%
Louis-Hébert,2025-03-01,29%,34%,7%,4%
Louis-Hébert,2025-05-01,29%,34%,7%,4%
Louis-Hébert,2025-07-01,28%,33%,8%,4%
Louis-Hébert,2025-09-01,27%,33%,8%,4%
Louis-Hébert,2025-11-01,27%,33%,8%,4%
Louis-Hébert,2024-05-12,27%,32%,8%,4%
Louis-Hébert,2024-05-12,27%,32%,8%,4%
Louis-Hébert,2024-05-19,27%,32%,8%,4%
Louis-Hébert,2024-05-19,29%,31%,8%,4%
Louis-Hébert,2024-05-26,29%,31%,8%,4%
Louis-Hébert,2024-05-26,28%,32%,8%,4%
Louis-Hébert,2024-06-02,29%,32%,8%,4%
Louis-Hébert,2024-06-02,30%,31%,8%,4%
Louis-Hébert,2024-06-09,30%,31%,8%,4%
Louis-Hébert,2024-06-09,29%,31%,8%,4%
Louis-Hébert,2024-06-16,29%,30%,8%,4%
Louis-Hébert,2024-06-16,28%,31%,8%,5%
Louis-Hébert,2024-06-23,27%,31%,9%,4%
Louis-Hébert,2024-06-23,28%,30%,9%,4%
Louis-Hébert,2024-06-30,28%,29%,9%,4%
Louis-Hébert,2024-06-30,29%,29%,8%,4%
Louis-Hébert,2024-07-07,28%,29%,8%,4%
Louis-Hébert,2024-07-07,28%,30%,8%,4%
Mount Royal,2024-05-01,42%,35%,10%,5%
Mount Royal,2024-07-01,51%,30%,8%,5%
Mount Royal,2024-09-01,51%,29%,8%,5%
Mount Royal,2024-11-01,53%,28%,8%,5%
Mount Royal,2025-01-01,52%,29%,8%,4%
Mount Royal,2025-03-01,50%,31%,8%,4%
Mount Royal,2025-05-01,51%,31%,8%,5%
Mount Royal,2025-07-01,45%,35%,9%,5%
Mount Royal,2025-09-01,43%,36%,9%,5%
Mount Royal,2025-11-01,43%,36%,9%,5%
Mount Royal,2024-05-12,43%,36%,9%,5%
Mount Royal,2024-05-12,44%,35%,9%,5%
Mount Royal,2024-05-19,44%,35%,9%,5%
Mount Royal,2024-05-19,45%,34%,9%,4%
Mount Royal,2024-05-26,45%,34%,9%,4%
Mount Royal,2024-05-26,42%,37%,9%,4%
